


inf,6.0,inf,15.0,26.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,
inf,6.0,inf,15.0,26.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,
inf,6.0,inf,15.0,26.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,

job id = 6, pj = 3, ej = 5, wj = 4
inf,inf,inf,inf,inf,inf,inf,54.0,inf,inf,inf,inf,inf,inf,inf,inf,
inf,inf,inf,inf,inf,inf,inf,54.0,inf,inf,inf,inf,inf,inf,inf,inf,
inf,inf,inf,inf,inf,inf,inf,54.0,inf,inf,inf,inf,inf,inf,inf,inf,
inf,inf,inf,inf,inf,inf,inf,54.0,inf,inf,inf,inf,inf,inf,inf,inf,
inf,inf,inf,inf,22.0,inf,inf,54.0,inf,inf,inf,inf,inf,inf,inf,inf,
inf,inf,inf,inf,22.0,inf,39.0,54.0,inf,inf,inf,inf,inf,inf,inf,inf,
inf,inf,inf,inf,22.0,inf,39.0,54.0,inf,inf,inf,inf,inf,inf,inf,inf,
inf,inf,inf,inf,22.0,inf,39.0,54.0,inf,inf,inf,inf,inf,inf,inf,inf,
inf,inf,inf,inf,22.0,inf,39.0,54.0,inf,inf,inf,inf,inf,inf,inf,inf,

job id = 5, pj = 3, ej = 1, wj = 2
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,74.0,inf,inf,inf,inf,inf,
inf,inf,inf,inf,inf,inf,inf,54.0,inf,inf,74.0,inf,inf,inf,inf,inf,
inf,inf,inf,inf,inf,inf,inf,54.0,inf,inf,74.0,inf,inf,inf,inf,inf,
inf,inf,inf,inf,inf,inf,inf,54.0,inf,inf,74.0,inf,inf,inf,inf,inf,
inf,inf,inf,inf,inf,inf,inf,36.0,inf,inf,74.0,inf,inf,inf,inf,inf,
inf,inf,inf,inf,22.0,inf,inf,36.0,inf,57.0,74.0,inf,inf,inf,inf,inf,
inf,inf,inf,inf,22.0,inf,39.0,36.0,inf,57.0,74.0,inf,inf,inf,inf,inf,
inf,inf,inf,inf,22.0,inf,39.0,36.0,inf,57.0,74.0,inf,inf,inf,inf,inf,
inf,inf,inf,inf,22.0,inf,39.0,36.0,inf,57.0,74.0,inf,inf,inf,inf,inf,

job id = 4, pj = 2, ej = 6, wj = 1
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,86.0,inf,inf,inf,
inf,inf,inf,inf,inf,inf,inf,inf,inf,63.0,inf,inf,86.0,inf,inf,inf,
inf,inf,inf,inf,inf,inf,inf,inf,inf,63.0,inf,inf,86.0,inf,inf,inf,
inf,inf,inf,inf,inf,inf,inf,inf,inf,63.0,inf,inf,86.0,inf,inf,inf,
inf,inf,inf,inf,inf,inf,inf,inf,inf,45.0,inf,inf,86.0,inf,inf,inf,
inf,inf,inf,inf,inf,inf,28.0,inf,inf,45.0,inf,68.0,86.0,inf,inf,inf,
inf,inf,inf,inf,inf,inf,28.0,inf,47.0,45.0,74.0,68.0,86.0,inf,inf,inf,
inf,inf,inf,inf,inf,inf,28.0,54.0,47.0,45.0,74.0,68.0,86.0,inf,inf,inf,
inf,inf,inf,inf,inf,inf,28.0,54.0,47.0,45.0,74.0,68.0,86.0,inf,inf,inf,

job id = 3, pj = 3, ej = 6, wj = 1
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,101.0,
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,75.0,inf,inf,101.0,
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,75.0,inf,inf,101.0,
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,75.0,inf,inf,101.0,
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,57.0,inf,inf,101.0,
inf,inf,inf,inf,inf,inf,inf,inf,inf,37.0,inf,inf,57.0,inf,82.0,101.0,
inf,inf,inf,inf,inf,inf,inf,inf,inf,37.0,inf,58.0,57.0,87.0,82.0,101.0,
inf,inf,inf,inf,inf,inf,inf,inf,inf,37.0,64.0,58.0,57.0,87.0,82.0,101.0,
inf,inf,inf,inf,inf,inf,inf,inf,inf,37.0,64.0,58.0,57.0,87.0,82.0,101.0,
